arm,size,pct,off_pps,tx,rx,loss_pct,lat_min_us,p50_us,p90_us,p99_us,p999_us,lat_n,skipped,hist_n,jitter_n,imissed,ierrors,oerrors
rawB_capio,1280,20.00,193768,5849707,5849707,0.0000,72.957,134.000,134.000,136.000,2108.000,45163,0,45163,20,0,0,0
rawB_capio,1280,30.00,289890,8752117,8752117,0.0000,72.774,74.000,74.000,74.000,2110.000,45173,0,45173,27,0,0,0
rawB_capio,1514,1.00,8320,249714,249714,0.0000,85.074,86.000,88.000,104.000,8192.000,3826,0,3826,20,0,0,0
rawB_capio,1514,2.00,22165,499362,499362,0.0000,85.031,86.000,88.000,100.000,114.000,7650,0,7650,5,0,0,0
rawB_capio,1514,3.00,24830,749272,749272,0.0000,85.026,86.000,86.000,100.000,112.000,11480,0,11480,4,0,0,0
rawB_capio,1514,4.00,33085,998792,998792,0.0000,85.001,86.000,86.000,100.000,120.000,15304,0,15304,15,0,0,0
rawB_capio,1514,5.00,41340,1248571,1248571,0.0000,85.004,86.000,86.000,100.000,132.000,19131,0,19131,23,0,0,0
rawB_capio,1514,6.00,49660,1499520,1499520,0.0000,85.000,86.000,86.000,102.000,2042.000,22976,0,22976,54,0,0,0
rawB_capio,1514,8.00,66105,1997514,1997514,0.0000,84.979,86.000,86.000,100.000,120.000,30602,0,30602,22,0,0,0
rawB_capio,1514,10.00,82745,2497947,2497947,0.0000,84.979,86.000,86.000,100.000,120.000,38235,0,38235,26,0,0,0
rawB_capio,1514,12.00,99239,2996343,2996343,0.0000,84.969,86.000,86.000,100.000,158.000,45879,0,45879,56,0,0,0
rawB_capio,1514,15.00,124084,3745491,3745491,0.0000,84.972,86.000,86.000,100.000,144.000,57363,0,57363,51,0,0,0
rawB_capio,1514,20.00,164088,4956347,4956347,0.0000,85.206,158.000,160.000,176.000,2504.000,38267,0,38267,28,0,0,0
rawB_capio,1514,30.00,246187,7433613,7433613,0.0000,85.132,158.000,160.000,176.000,2510.000,57357,0,57357,55,0,0,0
